Small Unit Installation Postcode,Previous Years (2001-2017) - Installations Quantity,Previous Years (2001-2017) - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Aug 2018 - Installations Quantity,Aug 2018 - SGU Rated Output In kW,Sep 2018 - Installations Quantity,Sep 2018 - SGU Rated Output In kW,Oct 2018 - Installations Quantity,Oct 2018 - SGU Rated Output In kW,Nov 2018 - Installations Quantity,Nov 2018 - SGU Rated Output In kW,Dec 2018 - Installations Quantity,Dec 2018 - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2759,1578,4670.523,8,29.25,10,57.99,15,91.575,21,112.97,11,155.24,15,107.61,15,139.975,18,97.145,13,70.98,12,70.745,25,254.42,29,185.185,20,226.78,16,90.545,30,196.17,26,164.19,26,138.95,16,115.865,24,200.97,36,218.91,22,174,34,206.66,48,395.215,27,187.85,2095,8359.713
2760,1491,5278.071,16,165.327,13,189.96,5,27.195,21,125.026,14,64.175,12,59.53,21,101.67,8,47.95,17,116.585,12,74.07,17,110.545,19,267.8,11,58.71,15,96.83,12,74.685,10,63.545,28,199.185,15,106.365,27,215.32,23,156.025,26,179.465,43,273.89,26,197.64,28,226.9,1930,8476.464
2761,2105,6479.391,20,101.055,11,53.27,19,92.405,28,193.72,22,127.425,20,152.15,23,129.88,28,158.805,23,189.49,22,143.92,31,215.42,33,192.845,28,182.205,32,219.59,20,133.08,17,120.14,26,280.03,22,272.185,50,314.58,43,279.26,35,226.035,34,282.025,50,340.825,43,471.68,2785,11351.411
2762,359,1222.964,10,41.39,22,97.73,11,51.54,17,73.705,16,106.815,10,50.57,10,66.045,11,67.09,18,126.71,14,72.234,27,177.93,31,233.16,25,149.775,23,176.355,21,148.845,15,95.615,20,126.685,26,163.27,30,203.39,49,302.11,32,226.24,48,355.97,60,387.505,59,437.7,964,5161.343
2763,1778,4619.71,14,70.795,17,91.41,13,69.96,8,30.86,18,184.345,10,58.056,15,81.295,13,97.44,19,105.21,16,112.59,16,99.795,15,109.44,15,95.775,18,110.455,14,87.67,11,63.765,32,170.93,14,142.635,25,196.395,28,164.67,29,200.815,26,154.985,53,337.57,39,289.855,2256,7746.426
2765,817,3890.559,19,122.171,23,142.85,30,195.665,18,188.88,30,187.825,29,195.534,26,186.275,39,371.645,31,218.957,18,123.945,39,346.02,47,434.42,30,194.765,54,372.595,42,367.56,39,258.99,46,289.485,53,394.525,81,552.59,53,537.865,84,639.175,94,683.46,122,908.39,139,1119.42,2003,12923.566
2766,832,3806.287,5,117.995,4,115.34,6,33.37,3,10.345,8,49.775,3,109.1,9,64.87,9,65.57,15,231.29,4,118.52,10,309.51,8,114.645,9,54.35,8,53.065,10,54.06,11,49.8,8,207.355,8,66.075,12,69.59,11,64.175,13,107.255,10,87.115,16,102.935,11,104.07,1043,6166.462
2767,1986,4514.417,10,54.55,8,33.52,10,49.55,19,112.955,17,81.795,7,46.83,18,110.335,9,46,9,54.18,18,104.215,17,91.865,21,124.72,13,74.33,21,224.14,13,83.66,15,83.34,10,68.025,10,58.69,23,118.895,18,122.99,22,141.635,22,151.055,21,140.75,33,233.525,2370,6925.967
2768,2055,5514.328,11,47.515,16,80.46,12,65.145,11,56.5,13,64.65,16,91.224,12,79.495,19,119.005,19,113.94,18,192.955,13,91.685,21,137.59,14,86.145,22,140.075,13,95.865,18,107.735,25,160.51,18,107.535,26,175.325,26,160.665,27,177.885,40,268.22,43,291.775,48,352.675,2556,8778.902
2769,913,3020.806,13,76.99,15,100.965,14,81.145,17,58.725,39,115.75,15,91.34,12,82.645,13,82.3,9,55.905,13,82.105,18,134.165,25,185.675,15,95.795,14,96.63,16,106.107,22,128.88,27,106.255,26,153.61,45,217.615,24,163.635,27,210.045,27,182.105,28,194.57,37,359.615,1424,6183.378
2770,2521,7415.821,7,29.29,17,106.735,14,170.89,16,109.355,31,179.71,26,242.425,13,69.135,21,217.105,17,91.645,20,107.995,22,175.545,17,307.15,24,161.465,30,205.465,23,146.075,20,162.205,21,197.165,22,115.065,40,276.465,44,266.91,30,179.415,34,312.79,48,331.35,38,234.72,3116,11811.891
2773,438,1289.452,5,25.505,8,40.814,9,55.845,9,42.15,3,21.56,3,17.62,5,37.985,4,32.05,2,15.42,3,16.14,9,70.093,5,37.385,8,40.36,7,37.43,3,18.105,5,29.265,4,26.71,6,45.86,8,52.02,3,26.505,4,30.895,7,45.22,5,21.895,15,85.1,578,2161.384
2774,965,3009.286,8,49.061,10,44.639,12,69.64,6,47.405,8,58.21,8,55.21,10,113.915,8,34.875,12,70.945,8,52.245,8,45.22,9,59.935,2,12.3,8,46.309,16,96.135,11,92.21,10,76.93,4,28.895,8,50.235,7,43.12,12,85.49,7,53.46,11,66.825,13,94.77,1181,4457.265
2775,146,509.648,2,57.18,1,6.6,1,4.95,3,11.392,1,5.94,0,0,2,11.46,1,6.6,3,21.325,1,10.725,1,6.75,1,6.4,1,5.7,1,12.4,1,6.27,0,0,3,127.26,2,12.5,1,9,1,1.86,2,19.2,0,0,3,41.88,0,0,178,895.04
2776,364,994.463,1,4.86,3,19.18,0,0,4,21.25,7,34.275,1,4.72,3,21.13,4,18.79,0,0,1,3.27,7,50.237,3,18.75,4,25.125,2,13.2,5,31.59,4,24.445,3,34.41,5,41.39,4,23.22,3,23.295,5,36.17,5,44.31,5,43.74,4,34.24,447,1566.06
2777,1465,4548.644,4,20.005,6,27.872,10,50.239,18,102.3,11,111.007,6,40.13,12,99.815,16,98.412,10,88.095,11,74.22,13,94.842,13,104.37,8,46.64,12,78.345,15,83.015,11,82.735,10,59.125,10,63.99,19,133.74,11,86.48,11,76.5,24,184.99,15,184.42,9,50.92,1750,6590.851
2778,244,627.03,3,11.98,4,16.049,3,25.4,0,0,4,19.06,1,4.64,2,7.38,1,3.924,0,0,0,0,1,3.17,1,2.2,1,6.325,2,15.72,3,16.17,2,13.2,6,27.865,1,6.1,3,17.73,4,21.015,4,20.1,6,44.21,2,12.375,2,13.2,300,934.843
2779,398,1136.127,5,22.266,2,15.125,1,5.76,2,11.563,3,22.04,3,13.57,2,7.38,2,6.55,6,28.815,2,6.82,3,18.432,1,6.6,2,9.85,4,18.37,1,6.6,2,5.425,4,21.94,3,23.58,5,29.105,1,6.615,2,14.485,4,31.03,5,30.31,8,51.27,471,1549.628
2780,936,2893.617,12,59.541,11,145.704,12,64.069,6,24.783,12,76.176,5,86.416,5,22.385,13,97.984,7,45.925,8,50.932,10,47.839,13,76.544,4,28.47,2,15.705,13,90.796,5,27.44,11,61.744,7,87.15,9,55.065,11,59.555,11,78.285,15,86.585,16,110.115,8,46.67,1162,4439.495
2782,487,1334.902,3,17.132,5,24.315,3,10.645,7,85.593,6,23.492,1,5.2,1,3.575,2,10.78,7,46.203,3,31.975,6,31.925,1,5.525,2,13.2,8,47.09,12,66.26,5,27.805,10,61.02,3,19.14,8,45.165,7,41.46,5,30.765,10,65.295,11,67.585,9,55.275,622,2171.322
2783,233,749.039,1,1.5,0,0,0,0,1,1.08,2,12.3,1,8.4,0,0,1,3.25,1,5.4,0,0,5,28.79,2,12.09,0,0,1,6.3,1,1.34,1,4.2,2,9.57,1,6.6,1,4.95,3,22.995,3,10.775,1,3.6,1,3.025,1,5.355,263,900.559
2784,125,286.475,1,4.578,2,10.725,2,7.86,1,0.981,0,0,0,0,1,4.88,1,5.886,3,14.451,2,15.91,1,4.4,1,8.68,0,0,2,16.27,0,0,0,0,1,7.8,0,0,1,6.6,2,12.41,0,0,3,21.54,3,19.72,2,19.635,154,468.801
2785,417,1212.745,2,9.57,3,15.042,4,16.4,7,38.263,6,22.18,8,40.042,4,26.68,3,12.216,2,16.225,5,20.155,3,17.5,4,14.475,3,19.2,3,15.414,3,11.871,3,33.414,5,23.559,3,18.54,4,24.915,8,64.045,4,28.65,5,31.5,6,37.12,9,54.29,524,1824.011
2786,118,389.003,1,3.75,0,0,2,6.84,4,18.274,3,16.35,1,3.96,1,6.05,1,13.08,1,2.52,0,0,1,4.95,2,5.1,1,5.5,1,30.015,0,0,0,0,1,3.1,3,17.8,3,31.08,1,1.1,2,17.08,3,22.53,3,19.6,0,0,153,617.682
2787,355,1422.739,0,0,5,28.08,1,4.86,1,3.3,4,28.3,6,34.28,2,13.75,3,17.04,6,50.125,6,31.9,5,43.66,8,73.21,1,5.5,0,0,8,42.625,7,37.97,3,12.8,10,62.115,7,56.725,6,22.56,1,5.5,5,49.465,5,35.77,1,15.18,456,2097.454
2790,937,3380.513,4,19.9,7,45.12,8,43.495,7,35.589,6,34.995,9,54.055,12,112.525,10,68.924,10,91.185,4,30.505,5,57.695,14,94.46,7,55.235,9,47.735,12,78.277,20,140.41,15,94.315,21,157.03,14,199.69,27,173.52,16,129.315,13,77.88,34,312,41,339.55,1262,5873.918
2791,38,183.14,0,0,0,0,0,0,0,0,3,11.725,0,0,2,70.1,1,5.31,0,0,0,0,1,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,36.3,0,0,0,0,0,0,0,0,0,0,0,0,46,312.375
2792,37,171.331,0,0,0,0,1,3.36,0,0,0,0,1,3.42,2,7.12,0,0,1,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100.25,0,0,0,0,0,0,0,0,45,291.531
2793,108,361.321,0,0,3,14.06,8,35.66,1,5.13,2,28.86,1,10.44,1,5.225,0,0,2,12.2,4,14.3,2,7.5,2,11.7,3,12.17,1,5.5,0,0,2,9.92,2,9.35,0,0,4,19.7,3,19.72,2,13.2,2,21,3,14.25,1,6.6,157,637.806
2794,808,3744.428,9,145.66,3,68.68,6,35.53,12,61.38,14,85.23,7,41.04,17,198.64,14,147.57,8,61.6,9,66.68,7,52.39,14,71.99,7,47.1,12,77.755,12,106.735,11,73.65,13,83.72,19,114.875,16,104.65,11,91.825,9,77.91,15,136.65,7,48.255,47,297.79,1107,6041.733
2795,2675,11959.027,18,113.37,39,248.845,43,245.975,33,179.646,36,247.083,15,95.944,59,455.49,45,313.585,38,276.47,26,193.92,41,276.605,63,627.168,31,308.35,38,292.445,60,484.455,36,246.865,32,221.645,45,378.93,44,598.69,62,442.32,42,311.03,50,418.46,100,770.975,102,839.525,3773,20546.818
2797,34,128.6,0,0,0,0,0,0,0,0,2,8.525,0,0,1,3.3,1,6.6,1,3.3,2,8.8,2,5.5,2,15.18,0,0,3,13.5,1,9.975,1,9.12,1,13.23,0,0,0,0,2,12.82,0,0,0,0,0,0,1,6.4,54,244.85
2798,163,664.895,2,9.33,1,6.05,5,24.05,10,22,5,44.79,6,39.11,1,5.13,1,8.4,2,13.54,4,30.085,1,1.65,3,34.8,2,6.225,5,34.1,0,0,2,14.365,5,39.68,5,30.135,7,45.97,5,30.86,3,17.31,3,25.785,4,23.145,4,33.315,249,1204.72
2799,236,1160.251,0,0,4,27.564,7,25.77,2,7.05,2,15.17,11,125.555,2,43.26,7,40.055,1,6.3,2,10.305,5,28.465,4,22.21,1,2.75,4,26.56,5,64.85,5,31.715,3,37.75,3,22.08,5,32.19,5,25.8,6,47.36,4,29.065,5,59.455,3,16.925,332,1908.455
2800,2647,12673.101,24,134.365,38,205.613,34,367.67,34,429.87,28,154.77,58,347.321,34,359.915,40,376.82,33,251.93,37,302.3,49,337.595,43,499.955,22,217.49,44,363.665,86,622.38,43,462.04,71,540.82,51,376.135,41,399,67,462.14,66,649.955,95,626.19,156,872.37,99,747.87,3940,22781.28
2803,35,223.435,0,0,1,5.5,3,204.05,0,0,0,0,1,11.772,0,0,1,6.6,3,15.22,1,10.64,3,19.8,1,6.405,0,0,1,9.9,1,4.8,1,2.64,2,19.44,0,0,0,0,2,13.2,1,6.84,0,0,0,0,0,0,57,560.242
2804,315,1254.1,1,11,1,5.5,4,19.34,3,25.66,5,36.92,8,44.26,7,83.335,6,49.47,1,7.8,5,44.1,4,19.1,3,34.62,0,0,4,33.61,4,21.515,2,22.2,2,10.335,1,6.6,4,31.53,7,37.02,6,46.79,6,34.12,4,25.965,5,45.98,408,1950.87
2805,40,156.178,0,0,0,0,0,0,1,6.48,0,0,0,0,1,6.6,0,0,1,3.3,0,0,1,11.4,0,0,0,0,1,6.6,1,20.8,0,0,0,0,0,0,0,0,1,6.6,1,2.88,0,0,1,6.6,1,5.5,50,232.938
2806,68,305.105,0,0,0,0,0,0,0,0,1,5.04,1,59.92,2,8.83,1,5.22,2,12.925,7,36.85,6,44,1,6.6,1,8.55,1,4.96,3,41.88,0,0,2,110.75,3,24.3,1,5.4,0,0,1,6.325,0,0,1,6.615,1,3.025,103,696.295
2807,49,158.356,0,0,1,3.3,0,0,1,3.42,2,15.4,0,0,1,5.4,1,3.3,0,0,0,0,0,0,0,0,0,0,1,6.6,1,5.1,0,0,0,0,2,10.34,2,11.825,0,0,3,22.77,0,0,1,3.3,0,0,65,249.111
2808,17,55.67,0,0,0,0,0,0,1,5.3,0,0,0,0,0,0,1,2.16,0,0,0,0,1,3.6,0,0,1,6.3,0,0,2,13.2,0,0,2,12.555,0,0,2,12.9,0,0,1,2.2,1,6,0,0,1,6.6,30,126.485
2809,22,107.495,0,0,0,0,0,0,0,0,0,0,0,0,1,6.05,1,13.2,0,0,1,6,3,13.2,0,0,1,1.32,0,0,0,0,0,0,0,0,0,0,1,4.96,1,6.6,1,6.5,0,0,0,0,0,0,32,165.325
2810,280,1274.088,3,14.3,2,15.9,8,47.975,7,38.11,5,30.875,4,19.835,4,30.9,0,0,2,12.65,4,28.6,6,42.325,4,38,5,35.07,2,13.2,3,15.405,2,104.5,0,0,2,10.5,6,36.04,3,16.18,2,17.6,14,90.495,12,98.135,14,99.795,394,2130.478
2817,24,120.4,0,0,0,0,0,0,1,7.8,0,0,1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,0,0,0,0,1,3.025,0,0,0,0,0,0,1,6.51,0,0,0,0,1,6.6,30,156.435
2818,59,264.45,0,0,1,5.32,1,3.24,1,4.95,0,0,0,0,1,11,3,16.74,1,7.15,1,3.3,2,19.8,2,46.475,0,0,2,12.055,2,11.26,2,21.2,3,15.225,1,6.6,1,6.6,1,6.3,2,13.23,3,11.1,2,13.17,2,18.42,93,517.585
2820,465,2044.598,3,19.695,6,155.42,10,49.14,3,16.85,12,78.93,4,19.17,5,26.23,5,32.1,1,5.225,4,22.3,10,81.255,3,19.525,0,0,6,71.905,11,71.13,1,6.3,4,39.6,11,59.945,11,83.88,4,27.775,86,275.355,6,30.29,35,134.635,27,140.825,733,3512.078
2821,710,3186.575,4,23.43,7,49.72,6,34.21,9,75.46,8,46.33,36,135.86,4,23.64,4,17.73,5,49.26,4,33.135,8,46.34,11,104.86,3,74.64,4,16.82,9,91.89,7,48.425,6,44.19,1,5.1,10,55.515,11,57.57,5,41.06,6,70.43,16,106.905,9,87.48,903,4526.575
2822,16,76.4,0,0,0,0,0,0,0,0,1,87.04,2,11.44,0,0,0,0,0,0,1,5.22,0,0,0,0,0,0,0,0,1,6.6,0,0,1,16.25,0,0,1,10.26,2,13.02,1,16.74,0,0,1,13.23,1,6.5,28,262.7
2823,196,843.035,0,0,0,0,1,2.8,3,28.52,3,22.24,7,60.27,5,45.695,4,25.44,2,10.45,4,49.46,6,32.02,1,2.16,2,17.6,1,5.4,0,0,0,0,1,6.6,1,3.78,1,13.2,1,3.72,0,0,1,6.05,2,15.4,4,43.34,246,1237.18
2824,315,1445.3,0,0,4,29.84,16,86.405,9,41.92,10,77.31,19,109.105,1,11.31,10,72.2,16,59.785,19,81.015,4,18.09,6,27.625,0,0,2,15.35,9,76.535,0,0,2,15.95,3,17.04,6,42.365,4,23.82,3,27.72,0,0,1,8.58,8,65.885,467,2353.15
2825,219,972.67,0,0,21,107.42,3,45.83,4,34.97,4,22.63,5,34.1,4,20.62,3,22.24,53,224.45,3,18.9,1,4.4,10,145.425,1,5.225,3,21.6,3,21.89,3,17.22,1,6,5,32.12,7,57.945,1,5.4,2,6.6,2,6.6,1,4.02,5,35.52,364,1873.795
2826,22,111.345,0,0,0,0,0,0,2,8.525,1,6.49,1,5.94,0,0,3,12.07,0,0,0,0,0,0,2,14.4,0,0,0,0,0,0,0,0,0,0,1,6.44,0,0,1,6.51,0,0,0,0,0,0,1,3.15,34,174.87
2827,496,1893.633,8,55.735,5,39.4,3,21.6,6,34.29,8,45.62,3,13.75,8,50.16,6,41.565,5,39.325,6,41.33,8,62.45,7,121.28,0,0,2,45.65,6,27.76,2,9.6,3,19.56,0,0,6,89.82,10,51.04,29,99.015,17,76.31,7,38.775,7,49.485,658,2967.153
2828,94,526.395,5,39.18,0,0,0,0,13,53.715,6,18.15,3,39.4,2,15.32,1,5.4,1,5.5,2,6.48,1,3.025,0,0,0,0,0,0,1,10.2,1,7.8,0,0,0,0,0,0,2,6.9,0,0,0,0,1,13.23,1,6.615,134,757.31
2829,369,1893.779,0,0,0,0,0,0,5,23.925,37,121.31,5,37.2,4,20.79,2,13.32,2,9.515,42,138.325,2,15,16,80.8,1,6.6,3,63.04,0,0,2,87,5,26.175,2,38.02,5,54.54,3,17.05,19,83.95,7,35.94,9,48.735,6,29.095,546,2844.109
2830,5453,17557.004,20,117.245,29,391.555,29,234.705,28,268.035,57,431.88,41,266.63,45,370.57,62,408.745,36,366.945,81,762.14,61,610.505,50,522.185,27,283.78,55,322.955,56,395.825,52,349.03,198,1022.43,276,847.895,195,999.02,240,1223.775,118,530.005,110,775.26,115,937.17,91,723.075,7525,30718.364
2831,416,1411.625,2,7.735,2,10.8,3,21.705,1,3.3,7,34.535,1,3.6,4,17.85,2,7.7,5,30.9,1,6,5,56.22,1,13.02,0,0,2,7.18,2,23.43,0,0,2,10.62,4,26.565,3,31.865,6,37.835,2,16.71,3,25.8,10,72.655,8,55.46,492,1933.11
2832,348,1609.205,6,30.21,5,29.16,3,15.005,14,83.125,5,25.22,2,11,2,16.97,4,7.2,0,0,1,3,6,41.34,0,0,4,24.54,1,6,1,13.8,1,3,6,55.915,1,6,0,0,0,0,0,0,0,0,3,30.66,3,18.9,416,2030.25
2833,108,452.345,1,11.5,1,2.475,0,0,0,0,0,0,7,21.175,0,0,1,6.6,2,5.225,1,6.405,2,10.1,2,9.12,1,3.24,0,0,0,0,0,0,0,0,2,8.25,0,0,0,0,0,0,0,0,1,3.3,0,0,129,539.735
2834,380,1191.99,59,173.88,0,0,3,24.21,0,0,0,0,5,20.14,1,4.88,0,0,2,6.36,0,0,7,79.12,2,6.84,0,0,0,0,0,0,4,20.04,0,0,7,53.97,4,31.975,0,0,6,24.42,0,0,1,3.42,2,13.02,483,1654.265
2835,602,2244.4,1,10.175,0,0,0,0,27,92.84,9,38.925,9,54.45,1,4.2,1,5.5,4,23.46,3,19.15,5,21.3,12,75.655,3,15.3,4,20.01,5,75.29,12,71.55,2,15.6,9,56.05,10,152.14,6,48.52,4,24.6,11,64.625,1,10.71,5,79.5,746,3223.95
2836,100,484.175,1,29.9,0,0,26,80.11,3,9.01,0,0,2,5.225,0,0,0,0,0,0,1,11,0,0,0,0,0,0,3,18.3,0,0,1,5.5,2,27.5,0,0,0,0,1,74.97,0,0,3,26.83,0,0,0,0,143,772.52
2838,9,68.71,0,0,0,0,1,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,109.41
2839,73,467.155,0,0,53,154.44,1,6.27,0,0,0,0,0,0,12,37.4,1,5.67,2,11.88,2,10.45,4,27.5,2,12.54,0,0,1,6,2,11,0,0,0,0,0,0,3,16.5,1,6.6,0,0,0,0,0,0,1,34.8,158,808.205
2840,363,2138.534,0,0,3,21.6,67,210.925,7,38.55,3,18.25,4,32.74,0,0,1,16.225,2,17.6,3,14.85,6,62.9,3,22.23,3,22.45,4,35.37,1,5.7,4,42,1,11,1,4.8,9,66.12,8,85.68,9,64.81,3,13.83,2,14.64,0,0,507,2960.804
2842,103,339.56,4,12.65,0,0,2,10.45,0,0,0,0,1,3.3,0,0,1,50.16,0,0,3,14.85,0,0,1,3.6,1,11,1,5.5,1,6.6,2,7.95,0,0,1,6.615,1,3,3,32.62,2,8.55,1,5.225,3,14.865,1,12.6,132,549.095
2843,139,705.33,1,5.22,0,0,1,4.86,1,11,1,5.28,4,16.925,0,0,3,16.395,2,12.795,2,10.515,1,8.26,0,0,1,10.8,0,0,5,126.05,2,13.2,0,0,2,17.6,2,17.21,1,6,2,9.645,2,16.8,0,0,2,13.215,174,1027.1
2844,154,558.675,2,5.6,1,6.05,3,18.18,1,11,6,40.51,8,58.84,0,0,0,0,0,0,4,15.12,7,39.3,1,14.26,1,4.95,3,24.57,2,12.6,0,0,1,13.2,3,24.2,8,53.165,1,39.68,1,5.7,12,101.18,5,44.895,4,25.355,228,1117.03
2845,126,482.71,0,0,2,11.52,1,2.2,3,10.37,0,0,0,0,1,6.6,0,0,0,0,0,0,0,0,0,0,2,13.2,0,0,8,48.675,1,10.8,3,41.51,0,0,3,18.92,2,13.2,1,6.6,6,37.84,5,20.01,3,19.53,167,743.685
2846,51,141.18,0,0,0,0,1,3.3,0,0,0,0,0,0,0,0,0,0,2,14.79,1,2.31,0,0,0,0,0,0,1,6.405,0,0,0,0,1,6.2,0,0,1,3.05,0,0,0,0,1,4.88,0,0,0,0,59,182.115
2847,231,847.99,2,10.06,2,10.8,1,10.26,4,33.835,0,0,1,8.1,3,20.21,3,19.71,4,24.48,3,40.46,3,16.56,1,6.6,0,0,0,0,3,26.4,0,0,2,13.435,3,15.85,5,30.15,2,11.45,5,33.345,7,40.41,6,99.48,5,33,296,1352.585
2848,109,493.809,0,0,1,3.78,1,3.3,0,0,5,26.42,0,0,1,3.24,1,5.13,2,11.44,0,0,3,17.58,1,3.96,0,0,0,0,1,3.3,4,45.035,1,3.96,1,6.6,1,5.4,2,12.6,2,15.45,2,13.11,7,34.97,1,6,146,715.084
2849,190,747.244,0,0,2,6.74,2,13.86,2,7.815,0,0,0,0,1,10.8,4,22.11,4,23.455,1,6.6,5,32.28,3,13.62,0,0,3,19.82,2,12.1,1,6.6,1,6.82,3,17.01,4,25.65,5,39.915,4,14.395,7,44.76,6,38.955,5,35.84,255,1146.389
2850,1412,6160.905,15,78.35,13,99.625,34,220.925,27,307.995,22,111.6,15,108.265,11,84.535,59,430.85,43,346.075,12,75.885,19,123.795,18,141.75,24,166.635,53,431.435,30,171.58,12,92.33,33,259.7,24,205.055,28,189.045,24,155.75,26,178.95,27,235.575,51,429.88,37,281.69,2069,11088.18
2852,292,1284.639,1,7.8,8,40.465,3,10.61,3,11.78,5,26.93,2,17.94,1,7.44,8,43.06,9,78.095,5,39.87,5,27.325,2,27.075,4,24.205,5,146.77,5,27.42,4,18.42,2,11.78,1,6.6,3,21.88,7,79.075,1,5.58,3,22.15,10,81.75,5,38.58,394,2107.239
2864,102,470.904,1,5.5,0,0,0,0,0,0,2,8.19,3,15.93,2,12.65,3,12.36,2,23.27,1,6.6,0,0,1,6.6,1,50.37,0,0,0,0,1,6.555,0,0,0,0,0,0,0,0,2,10.83,0,0,0,0,0,0,121,629.759
2865,149,582.32,0,0,2,5.225,6,34.925,4,28.42,1,6.48,1,5.13,3,23.65,2,27.63,1,3.3,2,15.95,0,0,5,34.9,1,3.3,0,0,1,4.8,1,6,3,23.865,4,33.69,0,0,1,5.04,0,0,1,3.84,1,6.615,1,6.6,190,861.68
2866,262,1270.162,7,32.45,2,11.34,3,22.26,4,31.65,3,22.595,8,50.64,4,16.72,2,17.1,4,25.72,2,13.2,3,15.54,6,43.07,0,0,1,6.1,5,49.73,0,0,2,12.56,5,39.9,8,49.14,2,11.985,2,12.25,5,36.025,8,46.875,6,75.88,354,1912.892
2867,73,393.176,0,0,1,1.375,1,5.4,1,2.2,1,6.6,3,16.5,0,0,0,0,4,19.8,1,1.1,2,6.6,0,0,2,18.24,1,5.2,3,9,0,0,1,6.615,0,0,2,13.315,3,16.8,1,6.6,1,6.6,2,15.84,0,0,103,550.961
2868,74,336.708,0,0,0,0,0,0,1,5.88,1,6.44,1,4.4,0,0,1,6.54,0,0,0,0,2,8.8,0,0,0,0,0,0,1,6.1,0,0,0,0,1,6.6,2,26.775,6,29.41,1,4.4,0,0,2,12.87,2,7.245,95,462.168
2869,178,767.615,1,3.19,1,5.4,1,2.565,4,23.415,10,47.085,5,18.425,0,0,3,63.32,5,26.95,1,3.19,2,11.86,0,0,1,41.856,2,13.2,4,16.75,2,9.6,2,11,2,12.3,2,13.2,3,24.3,4,57.2,1,6,2,9.75,0,0,236,1188.171
2870,1079,5523.378,12,104.7,10,56.1,6,39.89,18,136.695,8,55.77,19,114.035,15,79.25,20,147.94,21,142.335,10,66.92,16,136.435,14,156.825,8,58.35,9,59.55,10,65.895,20,136.155,21,164.43,4,42.2,30,219.41,18,110.73,15,94.485,10,77.26,18,119.84,28,171.105,1439,8079.683
2871,656,3526.928,4,54.6,4,28.44,6,39.29,6,37.94,18,85.5,5,117.9,11,111.57,7,40.95,8,66.11,6,31.295,8,49.83,4,29.5,3,12.595,4,25.925,6,42.745,13,90.86,13,150.215,17,143.59,12,83.35,8,91.29,12,100.415,14,84.935,15,147.465,19,111.005,879,5304.243
2873,100,451.86,0,0,0,0,5,37.4,2,8.265,4,20.21,1,7.125,3,12.88,1,10.03,1,2.2,3,17.6,2,12.1,1,4.56,0,0,1,6.05,0,0,4,19.5,3,10.26,3,29.3,1,13.2,1,18,3,11.34,0,0,1,4.2,0,0,140,696.08
2874,77,317.17,0,0,0,0,0,0,1,9.9,0,0,0,0,2,10.16,0,0,1,4.4,2,7.7,0,0,0,0,0,0,0,0,0,0,2,10.45,1,6.05,0,0,0,0,0,0,0,0,1,6.27,1,6.6,0,0,88,378.7
2875,105,483.899,0,0,0,0,1,4.76,3,14.3,1,9.99,5,19.8,5,31.35,1,3.3,0,0,3,14.3,0,0,0,0,0,0,0,0,0,0,3,23.51,1,6.6,2,11.4,1,12,1,6.48,3,12.87,1,3.15,2,16.83,2,15.84,140,690.379
2876,37,183.335,0,0,0,0,0,0,0,0,0,0,1,3.135,1,3.36,0,0,1,6.6,5,18.7,1,5.13,1,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.26,0,0,1,6.6,1,6.6,51,247.2
